Unnamed: 0,Model,Price,Generation,Core,Ram,SSD,Display,Graphics,CPU_Score,RAM_Score,GPU_Score,Storage_Score,Performance_Score,Hidden_Gem_Ratio
532,LENOVO IDEAPAD SLIM 5 82XF007CIN LAPTOP (13TH GEN CORE I5/ 16 GB RAM/ 1 TB SSD/ WIN 11),71990.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0903
533,HP 255 G9 841W6PA LAPTOP (AMD RYZEN 3 3250U/ 8 GB RAM/ 512 GB SSD/ FREEDOS),23999.0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",AMD Radeon Graphics,2.8,1.6,1.2,0.1,5.7,0.2375
534,LENOVO IDEAPAD SLIM 5I 83BG000DIN LAPTOP (12TH GEN CORE I5/ 16 GB RAM/ 512 GB SSD/ WIN 11),62190.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1045
535,ASUS VIVOBOOK 16X 2023 K3605ZC-MBN752WS LAPTOP (12TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 HOME/ 4GB GRAPH),82990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0812
536,LENOVO IDEAPAD SLIM 3 82RK00VVIN LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),37990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",‎Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.129
537,GIGABYTE G5 MF-F2IN313SH LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 6GB GRAPH),71990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB  RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,2.0,3.2,1.8,0.1,7.1,0.0986
538,HP VICTUS 15-FB1001AX GAMING LAPTOP (AMD RYZEN 5 7535HS/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),54990.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,6.8,1.6,1.2,0.1,9.7,0.1764
539,DELL INSPIRON 3530 IN3530RW8JY001ORS1 LAPTOP (13TH GEN CORE I5/ 8GB/ 1TB SSD/ WIN11 HOME),57890.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Integrated Intel® UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.0846
540,DELL INSPIRON 3520 IN3520KTMFJS1ORGR1 LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),38990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1257
541,ACER ASPIRE 7 A715-76G NH.QMYSI.001 GAMING LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),51990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,1.6,1.2,0.1,4.9,0.0942
542,LENOVO LEGION 9I 2023 LAPTOP (13TH GEN CORE I9/ 32GB/ 1TB SSD/ WIN11/ 16GB GRAPH),399999.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3200 x 2000 pixels",16 GB NVIDIA GeForce RTX 4090,2.0,6.4,4.8,0.1,13.3,0.0333
543,ASUS TUF GAMING F15 90NR0GW1-M00F00 LAPTOP (12TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11/ 4GB GRAPH),86990.0,12th Gen Intel Core i7 12700H ,20 Threads,16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB ‎NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0775
544,HP 250 G9 7M659PA LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),34990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Integrated,2.0,1.6,1.2,0.1,4.9,0.14
545,ASUS VIVOBOOK 16 2023 X1605ZAB-MB322WS LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),40739.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1203
546,ASUS VIVOBOOK 16X 2023 K3605ZV-MBN741WS LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),99990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",NVIDIA Geforce RTX,2.0,3.2,1.2,0.1,6.5,0.065
547,ASUS CHROMEBOOK CX1400FKA-EC0158 LAPTOP (CELERON N4500/ 4GB/ 64GB EMMC/ CHROME OS),25751.0,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,64 GB SSD,"14 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD,4.0,0.8,1.2,0.1,6.1,0.2369
548,ASUS CHROMEBOOK CX1400CKA-EK0257 LAPTOP (CELERON N4500/ 4GB/ 64GB EMMC/ CHROME OS),14990.0,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,64 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD,4.0,0.8,1.2,0.1,6.1,0.4069
549,LENOVO IDEAPAD 1 15IGL7 82V700BSIN LAPTOP (CELERON N4020/ 8GB/ 256GB SSD/ WIN11 HOME),26490.0,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1366 x 768 pixels",Integrated Intel UHD Graphics 600,4.4,1.6,1.2,0.1,7.3,0.2756
550,GIGABYTE G6 KF GAMING LAPTOP (13TH GEN CORE I7/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 8 GB GRAPHICS),130000.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0592
551,HP 15S-EQ2132AU LAPTOP (AMD RYZEN 5 5500U/ 16GB/ 512GB SSD/ WIN11 HOME),46150.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,5.2,3.2,1.2,0.1,9.7,0.2102
552,GIGABYTE G5 KF-E3IN313SH LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME/ 8GB GRAPH),86990.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,1.6,2.4,0.1,6.1,0.0701
553,LENOVO IDEAPAD FLEX 5 82Y0004YIN LAPTOP (13TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),59190.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4x RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel Integrated UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.0828
554,LENOVO THINKBOOK 15 G3 ACL 21A4003KUS LAPTOP (AMD RYZEN 7 5700U/ 16GB/ 512 GB SSD/ WIN11 HOME),48990.0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,5.2,3.2,1.2,0.1,9.7,0.198
555,LENOVO IDEAPAD SLIM 5 16IAH8 83BG000PIN LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),62190.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1045
556,LENOVO IDEAPAD SLIM 5 82XX007MIN LAPTOP (AMD RYZEN 7 7730U/ 16GB/ 512GB SSD/ WIN11),69190.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Integrated SoC,6.8,3.2,1.2,0.1,11.3,0.1633
557,LENOVO IDEAPAD SLIM 5 14IAH8 83BF000UIN LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),59690.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1089
558,ACER PREDATOR HELIOS NEO 16 2023 PHN16-71 GAMING LAPTOP (13TH GEN CORE I9/ 16GB/ 1TB SSD/ WIN11/ 8GB GRAPH),179990.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,3.2,3.12,0.1,8.42,0.0468
559,LENOVO IDEAPAD SLIM 5 82XE0072IN LAPTOP (AMD RYZEN 7 7730U/ 16GB/ 512GB SSD/ WIN11),61190.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Integrated SoC,6.8,3.2,1.2,0.1,11.3,0.1847
560,LENOVO IDEAPAD SLIM 3 82XQ008UIN LAPTOP (AMD RYZEN 5 7520U/ 8GB/ 512GB SSD/ WIN11 HOME),41290.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon 610M Graphics,6.8,1.6,1.2,0.1,9.7,0.2349
561,LENOVO IDEAPAD SLIM 3 82XQ0096IN LAPTOP (AMD RYZEN 5 7520U/ 16GB/ 512GB SSD/ WIN11 HOME),45990.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon 610M Graphics,6.8,3.2,1.2,0.1,11.3,0.2457
562,LENOVO V15 G3 IAP 82TT004VIH LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ DOS),43400.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1129
563,ASUS VIVOBOOK 14X OLED 2023 K3405VCB-KM951WS LAPTOP (13TH GEN CORE I9/ 16GB/ 1TB SSD/ WIN11/4 GB GRAPHICS),109990.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels",4 GB NVIDIA Geforce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0613
564,ASUS VIVOBOOK 16X K3605ZC-MBN541WS LAPTOP (12TH GEN CORE I5/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 4 GB GRAPHICS),67990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0991
565,ASUS VIVOBOOK 16X K3605ZC-MBN542WS LAPTOP (12TH GEN CORE I5/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 4 GB GRAPHICS),67990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0991
566,ASUS VIVOBOOK 16X K3605ZU-MBN541WS LAPTOP (12TH GEN CORE I5/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 6GB GRAPHICS),76990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",6 GB NVIDIA Geforce RTX 4050,2.0,3.2,1.8,0.1,7.1,0.0922
567,ASUS VIVOBOOK 14X K3405ZF-LY541WS LAPTOP (12TH GEN CORE I5/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 4 GB GRAPHICS),64990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.1
568,MSI THIN GF63 11UC-1291IN GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),62990.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.107
569,MSI KATANA 15 B12UDXK-1004IN GAMING LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME/ 6GB GRAPH),85990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,2.0,3.2,2.16,0.1,7.46,0.0868
570,ASUS VIVOBOOK PRO 15 OLED M6500QC-LK541WS LAPTOP (RYZEN 5 5600H/ 16GB/ 512GB SSD/ WIN11/ 4GB GRAPH),68990.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050 GPU,5.2,3.2,1.44,0.1,9.94,0.1441
571,ACER TMP214-41-G3 UN.VSQSI.006 NOTEBOOK (AMD RYZEN 5 5500U/ 8GB/ 512GB SSD/ WIN11 HOME),29990.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1366 x 768 pixels",AMD Radeon AMD,5.2,1.6,1.2,0.1,8.1,0.2701
572,ASUS VIVOBOOK GO 14 2023 E1404FA-NK327WS LAPTOP (RYZEN 3 7320U / 8GB/ 512GB SSD/ WIN11 HOME),33990.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2854
573,HP VICTUS 15-FA0187TX GAMING LAPTOP (12TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11/ 4GB GRAPH),85990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0784
574,ACER TMP214-41-G3 UN.VSQSI.007 NOTEBOOK (AMD RYZEN 5 5500U/ 16GB/ 512GB SSD/ WIN11 HOME),36990.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1366 x 768 pixels",AMD Radeon AMD,5.2,3.2,1.2,0.1,9.7,0.2622
575,ASUS VIVOBOOK 15 X1504ZA-NJ326WS LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),35990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1361
576,HP VICTUS15-FB0147AX GAMING LAPTOP (RYZEN 5 5600H/ 8GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),48990.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB AMD Radeon AMD Radeon RX 6500M,5.2,1.6,1.32,0.1,8.22,0.1678
577,DELL VOSTRO 3520 LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),33990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1442
578,DELL INSPIRON 5430 IN54308DXWP001ORS1 LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11),81990.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0793
579,LENOVO IDEAPAD 3 82KU024JIN LAPTOP (AMD RYZEN 7 5700U/ 16GB/ 512GB SSD/ WIN11 HOME),48990.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,5.2,3.2,1.2,0.1,9.7,0.198
580,HP VICTUS 15-FB1018AX GAMING LAPTOP (AMD RYZEN 5 7535HS/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),54990.0,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,6.8,1.6,1.2,0.1,9.7,0.1764
581,ASUS TUF GAMING F15 FX506HF-HN076W GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11/ 4GB GRAPH),52990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.1227
582,HP 15S-EQ1550AU LAPTOP (AMD RYZEN 3 3250U/ 8 GB RAM/ 512 GB SSD/ WIN 11),34000.0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,2.8,1.6,1.2,0.1,5.7,0.1676
583,HP OMEN 16-WF0056TX 834U0PA GAMING LAPTOP (13TH GEN CORE I7/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 8 GB GRAPHICS),153490.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0502
584,ASUS VIVOBOOK PRO 15 M6500QF-HN541WS CREATOR LAPTOP (AMD RYZEN 5 5600H/ 16 GB RAM/ 512 GB SSD/ WIN 11/ 4 GB GRAPHICS),57400.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 2050,5.2,3.2,1.2,0.1,9.7,0.169
585,ASUS VIVOBOOK GO 14 2023 E1404FA-NK325WS LAPTOP (RYZEN 3 7320U / 8GB/ 512GB SSD/ WIN11 HOME),33990.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2854
586,LENOVO IDEAPAD SLIM 5 14IAH8 83BF0045IN LAPTOP (12TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11),62990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Graphics,2.0,3.2,1.2,0.1,6.5,0.1032
587,MSI MODERN 14 C12M-459IN LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME),54010.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1203
588,WINGS NUVOBOOK S1 LAPTOP (11TH GEN CORE I3/ 8GB/ 256GB SSD/ WIN11),23990.0,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB LPDDR4 RAM,256 GB SSD,"15.6 inches, 1080 x 1920 pixels",Intel Graphics,2.0,1.6,1.2,0.1,4.9,0.2043
589,WINGS NUVOBOOK S2 LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),24990.0,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,"15.6 inches, 1080 x 1920 pixels",Intel Graphics,2.0,1.6,1.2,0.1,4.9,0.1961
590,WINGS NUVOBOOK PRO LAPTOP (11TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),59990.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,"14 inches, 1080 x 1920 pixels",Intel Graphics,2.0,3.2,1.2,0.1,6.5,0.1084
591,LENOVO IDEAPAD SLIM 5 16IRL8 82XF003GIN LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),70190.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.0926
592,LENOVO IDEAPAD 3 15ITL6 82H803GSIN LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),34990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.14
593,MSI STEALTH 16 MERCEDES AMG A13VG-264IN GAMING LAPTOP (13TH GEN CORE I9/ 32GB/ 2TB SSD/ WIN11/ 8GB GRAPH),278490.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 3840 x 2400 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,6.4,3.12,0.1,11.62,0.0417
594,ULTIMUS ELITE NU14U3INF56BN-CS LAPTOP (10TH GEN CORE I5 / 8GB/ 512GB SSD/ WIN11 HOME),29990.0,10th Gen Intel Core i5 1035G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14.1 inches, 1920 x 1080 pixels",Intel Integrated Iris,2.0,1.6,1.2,0.1,4.9,0.1634
595,ACER ASPIRE 3 SPIN 14 NX.KENSI.002 LAPTOP (INTEL CORE I3 N305/ 8GB/ 512GB SSD/ WIN11 HOME),39990.0,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel UHD Graphics,3.2,1.6,1.2,0.1,6.1,0.1525
596,MSI STEALTH 16 MERCEDES AMG A13VF-265IN GAMING LAPTOP (13TH GEN CORE I9/ 32GB/ 1TB SSD/ WIN11/ 8GB GRAPH),219990.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,6.4,2.4,0.1,10.9,0.0495
597,MSI THIN GF63 11UCX-1492IN GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 1TB 256GB SSD/ WIN11 HOME/ 4GB GRAPH),56990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,4 GB NVIDIA GeForce RTX 2050 ,256 GB SSD,2.0,3.2,76.8,0.0,82.0,1.4388
598,MSI THIN GF63 11UCX-1491IN GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 1TB 512GB SSD/ WIN11 HOME/ 4GB GRAPH),61990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,4 GB NVIDIA GeForce RTX 2050 ,512 GB SSD,2.0,3.2,153.6,0.0,158.8,2.5617
599,INFINIX INBOOK X3 SLIM XL422 LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN 11 HOME),36990.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1757
600,LENOVO IDEAPAD SLIM 5 82XD003NIN LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),67190.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB  LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Integrated Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0967
601,INFINIX INBOOK X3 SLIM SERIES XL422 LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN 11 HOME),43990.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1478
